Kata;Jumlah_Bobot
 peres;0,005610196
 sedia;0,00560819
 tepat;0,005606892
 menyimoan;0,005546236
 swasta;0,005529464
 drat;0,005527599
 clear;0,005520661
 kkn;0,005513673
 lekat;0,005497076
 kedzoliman;0,005466749
 dpotong;0,005456633
 indef;0,005423116
 cipta;0,00539258
 sukses;0,005377472
 invest;0,005357941
 nooh;0,005355806
 rengkuh;0,005330281
 makna;0,005327857
 msh;0,005323127
 dzaman;0,005309389
 sing;0,005308689
 sisa;0,005291435
 mindahin;0,00529005
 clean;0,005274797
 dizolimi;0,005267866
 hutangpajak;0,005259972
 bacot;0,005244154
 pasrah;0,005214216
 legacy;0,005209847
 bisik;0,005190441
 ketat;0,005158382
 sebab;0,005134778
 and;0,005133563
 limut;0,005131831
 ahmad;0,00513133
 yaak;0,005124744
 porotin;0,005085957
 anjing;0,00507611
 naikkin;0,00505016
 abnormal;0,005016042
 antek;0,004993728
 betlipat;0,004971432
 ibukota;0,004962656
 prinsip;0,004957839
 nyinyirsekarang;0,004950415
 topang;0,004924235
 youtube;0,004921176
 bayi;0,004916261
 sawah;0,004885756
 alumni;0,004874181
 editorial;0,004860972
 pnbp;0,00485297
 beri;0,004850982
 ganjar;0,004822669
 jiwasraya;0,004820316
 tukas;0,004808647
 daptr;0,004800614
 mau;0,004782457
 pasal;0,004754014
 perlu;0,004753437
 balang;0,004737453
 taik;0,004724931
 woy;0,004721032
 lha;0,004667334
 uud;0,004662508
 tegak;0,004630051
 perang;0,004611966
 ijin;0,004586053
 loh;0,004564742
 lipat;0,004552146
 yakin;0,004542038
 regulator;0,004539603
 mandat;0,004524765
 dapet;0,00452288
 al;0,004488135
 setan;0,004483767
 blingsatan;0,004479744
 kpk;0,004457396
 apah;0,004456742
 ultimum;0,004439602
 dibebasin;0,004439195
 ummat;0,00442996
 jabatanmenyengserakan;0,00439328
 umur;0,004373386
 tahun;0,004358243
 remidium;0,004336237
 sosmed;0,004322892
 wp;0,004318889
 to;0,004313971
 ntr;0,004304706
 silah;0,004304106
 yo;0,004280204
 ngritik;0,004240899
 nagih;0,004213805
 kolon;0,004191841
 fak;0,004176474
 nyusahin;0,004175586
 krisis;0,004175231
 maruk;0,004170605
 of;0,004143291
 bisa;0,004129239
 driver;0,00402777
 nguber;0,00401759
 lumayan;0,004010181
 miliar;0,004002808
 suku;0,003999666
 mental;0,003994137
 tetap;0,003988143
 woow;0,003981339
 historycal;0,003974105
 mas;0,003971814
 pundak;0,003953006
 gile;0,003943096
 thn;0,003939147
 kunci;0,003929339
 bah;0,003928991
 oenjajat;0,003928029
 genggam;0,003914182
 halu;0,003899628
 tni;0,003893161
 kmampuan;0,003881998
 erti;0,00388077
 keluar;0,003861063
 asli;0,003846926
 demokrasi;0,003803807
 mingkem;0,003800274
 identitas;0,00377864
 li;0,003759623
 progresif;0,003722412
 timor;0,00367978
 cik;0,003663634
 keluarga;0,003658839
 modalin;0,003652976
 junjung;0,003637301
 amandemen;0,003629906
 kocak;0,003619969
 lawan;0,003618015
 milih;0,003611645
 borong;0,003611359
 cekek;0,003598244
 duluan;0,003594264
 kangkung;0,003587384
 harto;0,003564626
 mazzz;0,003559558
 ngegaji;0,003559151
 bolong;0,003558018
 agree;0,003544186
 co;0,003529195
 mencla;0,003517924
 hamba;0,003509232
 dikaltim;0,003499443
 sayur;0,003478139
 gayarezim;0,003467634
 ngeribanget;0,00346226
 joo;0,003399779
 dprd;0,003398148
 petisi;0,003395545
 kian;0,003381711
 nek;0,003376578
 elah;0,00336712
 mencle;0,003355384
 sayang;0,003348904
 ketupat;0,0033287
 duberikan;0,003317389
 plot;0,003301114
 ngajak;0,003292233
 trap;0,003256632
 majakin;0,003243606
 hormat;0,003242219
 mbangun;0,003208975
 terha;0,003205995
 lord;0,003202413
 dicyduk;0,003180963
 rutin;0,00315571
 kind;0,003152124
 ditjen;0,003148627
 sifat;0,003146352
 akun;0,003143895
 regulasi;0,003120973
 milu;0,00310121
 hrs;0,003096399
 pinjol;0,003088893
 utit;0,003084249
 push;0,003073263
 thailand;0,003053127
 smh;0,003052894
 negera;0,003008297
 ngeliatnya;0,002975275
 koreksi;0,002965071
 iku;0,002954368
 pling;0,002948435
 didik;0,002919052
 massa;0,00291056
 bajing;0,002909776
 singgung;0,002899289
 rinciannya;0,002881106
 estimasi;0,002856618
 buanyaak;0,002838387
 kau;0,002826384
 didzolimi;0,002826123
 khusus;0,002822541
 galak;0,002793156
 bebas;0,00274671
 debt;0,002735191
 kolektor;0,002734081
 ngaku;0,002715989
 rekam;0,002685426
 move;0,002662593
 palu;0,00265705
 serang;0,002649132
 pergi;0,002643801
 bumi;0,002598589
 bulu;0,002568425
 konsumen;0,002560298
 puja;0,002556061
 masukin;0,002542348
 sembah;0,002508312
 trilyunan;0,002485251
 kee;0,002465504
 api;0,00244864
 lockdown;0,002447708
 anonim;0,002437567
 radikal;0,002425437
 gemes;0,002420801
 limpah;0,002409164
 wni;0,002407692
 ngabisin;0,002405023
 tumpu;0,002385878
 droo;0,002379331
 papa;0,00237656
 vonis;0,002353121
 perut;0,002342189
 diha;0,002335468
 mentok;0,0023332
 stiap;0,002320582
 baris;0,002319396
 twist;0,002314275
 pkh;0,00230501
 sehhh;0,002303127
 jokowijenius;0,002284106
 dima;0,002277933
 elak;0,002256352
 rezimoligarki;0,002241823
 hnya;0,002240462
 brilliant;0,002232252
 pinjam;0,002210979
 keran;0,002209558
 harus;0,002186524
 saing;0,002146059
 tabir;0,002129849
 tonjol;0,002114469
 afkeun;0,002107764
 sdm;0,002047917
 teuteup;0,002014135
 inna;0,002000948
 ancooor;0,001993224
 mulut;0,001988935
 partai;0,001986258
 kampanye;0,001970251
 ikn;0,001961827
 buta;0,001951399
 banding;0,00193866
 ahirnya;0,001930107
 kaltim;0,0019245
 menko;0,00192024
 tamat;0,001905073
 dar;0,001902817
 adoooh;0,001881482
 mlh;0,001850208
 iman;0,001832376
 bayat;0,001829511
 daerah;0,001819506
 hpp;0,001799922
 daftar;0,001763389
 sd;0,001756079
 jongos;0,001693978
 leste;0,001688591
 mega;0,001686023
 now;0,001682612
 akselerasi;0,001666539
 jiga;0,001659169
 rebu;0,00164114
 konstitusi;0,001638695
 kuli;0,001630819
 lontar;0,001620543
 kata;0,001606457
 apbd;0,001594474
 l;0,001577164
 mangkir;0,001576234
 kumolo;0,001567546
 laah;0,001564801
 elu;0,001562802
 jahanam;0,001556784
 iyah;0,001543084
 tjahajo;0,001527477
 ben;0,001506549
 serius;0,001498013
 minjam;0,001492228
 sekarat;0,00148548
 china;0,001413185
 los;0,001390637
 emosi;0,001370498
 ngenes;0,001369955
 bri;0,001361027
 kuantitas;0,001312835
 sang;0,001302249
 ilaihi;0,001279704
 stafsus;0,001254659
 g;0,001244402
 rakyattuh;0,001241468
 pasir;0,001200018
 polri;0,001180247
 kontrol;0,001164473
 ciprat;0,001163751
 umat;0,001134943
 banggain;0,00112722
 twk;0,001121473
 lillahi;0,001100953
 tkanya;0,001089528
 diadzab;0,001063234
 angka;0,001055405
 cm;0,00104829
 sita;0,001024245
 neng;0,001022052
 belenggu;0,00100102
 jibun;0,000993788
 terang;0,000961192
 president;0,000959651
 jamin;0,000917706
 agenda;0,000900834
 mom;0,000887058
 mui;0,000881875
 lakon;0,000880454
 merosot;0,000876867
 sengsara;0,000862663
 menghidari;0,000854295
 dawud;0,000846247
 efektivitas;0,000795161
 produktif;0,000793452
 jing;0,000789787
 aseng;0,000788205
 stabil;0,000786736
 bintang;0,000771561
 pura;0,000748518
 atas;0,00074796
 stres;0,000747392
 mainstream;0,000746504
 kecebong;0,000739778
 deket;0,000736179
 pajakp;0,000734385
 eras;0,000730408
 bbm;0,000728979
 copot;0,000717016
 impor;0,000703231
 bangkit;0,000697186
 rojiun;0,000696084
 siluman;0,000695193
 hr;0,000691999
 sebelas;0,00068293
 pailit;0,000679368
 abu;0,000671428
 pusing;0,000664677
 sodaraku;0,000664434
 naker;0,00065006
 masy;0,000637081
 b;0,000632507
 garam;0,000624973
 eiitz;0,00061946
 jilid;0,000618292
 blom;0,000605367
 gaib;0,000568055
 k;0,000530509
 hitung;0,000530174
 tarik;0,000522152
 imun;0,000520869
 statuta;0,000517386
 bpak;0,000487042
 ternak;0,000486412
 bin;0,000484149
 dikit;0,000483193
 ramli;0,000459071
 kurus;0,000449566
 referensi;0,000440829
 aduh;0,000423111
 nuduh;0,000421398
 kubang;0,000415779
 kelabu;0,000384325
 uras;0,000380353
 tuduh;0,000375673
 dewa;0,000368864
 jokowipresidenjenius;0,000359612
 ubah;0,00035815
 beliau;0,000350735
 janji;0,000346192
 telur;0,000332086
 media;0,000327091
 slalu;0,000324765
 x;0,000308493
 hisap;0,000302831
 selasa;0,000297375
 i;0,000285142
 netral;0,000250084
 patung;0,000249274
 sulit;0,00024711
 unfaedah;0,000241728
 belas;0,000237883
 prie;0,000203731
 a;0,000202132
 kacrut;0,000192628
 n;0,000186728
 pinter;0,000186341
 rb;0,000180857
 rumit;0,00016122
 postingan;0,000151102
 upaya;0,000125199
 hutang;0,000100917
 tolol;9,49E-05
 o;9,32E-05
 mmc;9,16E-05
 serba;8,86E-05
 jokowibohonglag;8,43E-05
 emas;0,0000617
 singguh;5,81E-05
 bosan;5,65E-05
 fakta;5,39E-05
 nelayanpetani;4,56E-05
 funding;4,33E-05
 o;4,25E-05
 singguh;4,02E-05
 bus;4,00E-05
 lillahi;3,52E-05
 mainstream;2,10E-05
 dzalim;1,97E-05
 pokok;0,0000179
 plin;0,0000132
 duluan;1,46E-06
 sedia;1,04E-06
 merosot;7,65E-07
